year,season,countyfips,county,state,UV,hover
2001,Winter,23019,Penobscot,ME,NA,Penobscot <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Fall,23021,Piscataquis,ME,NA,Piscataquis <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Spring,23021,Piscataquis,ME,NA,Piscataquis <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Summer,23021,Piscataquis,ME,NA,Piscataquis <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Winter,23021,Piscataquis,ME,NA,Piscataquis <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Fall,23023,Sagadahoc,ME,NA,Sagadahoc <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Spring,23023,Sagadahoc,ME,NA,Sagadahoc <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Summer,23023,Sagadahoc,ME,NA,Sagadahoc <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Winter,23023,Sagadahoc,ME,NA,Sagadahoc <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Fall,23025,Somerset,ME,NA,Somerset <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Spring,23025,Somerset,ME,NA,Somerset <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Summer,23025,Somerset,ME,NA,Somerset <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Winter,23025,Somerset,ME,NA,Somerset <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Fall,23027,Waldo,ME,NA,Waldo <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Spring,23027,Waldo,ME,NA,Waldo <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Summer,23027,Waldo,ME,NA,Waldo <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Winter,23027,Waldo,ME,NA,Waldo <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Fall,23029,Washington,ME,NA,Washington <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Spring,23029,Washington,ME,NA,Washington <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Summer,23029,Washington,ME,NA,Washington <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Winter,23029,Washington,ME,NA,Washington <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Fall,23031,York,ME,NA,York <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Spring,23031,York,ME,NA,York <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Summer,23031,York,ME,NA,York <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Winter,23031,York,ME,NA,York <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Fall,36001,Albany,NY,NA,Albany <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Spring,36001,Albany,NY,NA,Albany <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Summer,36001,Albany,NY,NA,Albany <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Winter,36001,Albany,NY,NA,Albany <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Fall,36003,Allegany,NY,NA,Allegany <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Spring,36003,Allegany,NY,NA,Allegany <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Summer,36003,Allegany,NY,NA,Allegany <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Winter,36003,Allegany,NY,NA,Allegany <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Fall,36005,Bronx,NY,NA,Bronx <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Spring,36005,Bronx,NY,NA,Bronx <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Summer,36005,Bronx,NY,NA,Bronx <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Winter,36005,Bronx,NY,NA,Bronx <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Fall,36007,Broome,NY,NA,Broome <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Spring,36007,Broome,NY,NA,Broome <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Summer,36007,Broome,NY,NA,Broome <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Winter,36007,Broome,NY,NA,Broome <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Fall,36009,Cattaraugus,NY,NA,Cattaraugus <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Spring,36009,Cattaraugus,NY,NA,Cattaraugus <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Summer,36009,Cattaraugus,NY,NA,Cattaraugus <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Winter,36009,Cattaraugus,NY,NA,Cattaraugus <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Fall,36011,Cayuga,NY,NA,Cayuga <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Spring,36011,Cayuga,NY,NA,Cayuga <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Summer,36011,Cayuga,NY,NA,Cayuga <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Winter,36011,Cayuga,NY,NA,Cayuga <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Fall,36013,Chautauqua,NY,NA,Chautauqua <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Spring,36013,Chautauqua,NY,NA,Chautauqua <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Summer,36013,Chautauqua,NY,NA,Chautauqua <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Winter,36013,Chautauqua,NY,NA,Chautauqua <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Fall,36015,Chemung,NY,NA,Chemung <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Spring,36015,Chemung,NY,NA,Chemung <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Summer,36015,Chemung,NY,NA,Chemung <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Winter,36015,Chemung,NY,NA,Chemung <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Fall,36017,Chenango,NY,NA,Chenango <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Spring,36017,Chenango,NY,NA,Chenango <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Summer,36017,Chenango,NY,NA,Chenango <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Winter,36017,Chenango,NY,NA,Chenango <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Fall,36019,Clinton,NY,NA,Clinton <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Spring,36019,Clinton,NY,NA,Clinton <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Summer,36019,Clinton,NY,NA,Clinton <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Winter,36019,Clinton,NY,NA,Clinton <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Fall,36021,Columbia,NY,NA,Columbia <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Spring,36021,Columbia,NY,NA,Columbia <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Summer,36021,Columbia,NY,NA,Columbia <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Winter,36021,Columbia,NY,NA,Columbia <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Fall,36023,Cortland,NY,NA,Cortland <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Spring,36023,Cortland,NY,NA,Cortland <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Summer,36023,Cortland,NY,NA,Cortland <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Winter,36023,Cortland,NY,NA,Cortland <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Fall,36025,Delaware,NY,NA,Delaware <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Spring,36025,Delaware,NY,NA,Delaware <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Summer,36025,Delaware,NY,NA,Delaware <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Winter,36025,Delaware,NY,NA,Delaware <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Fall,36027,Dutchess,NY,NA,Dutchess <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Spring,36027,Dutchess,NY,NA,Dutchess <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Summer,36027,Dutchess,NY,NA,Dutchess <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Winter,36027,Dutchess,NY,NA,Dutchess <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Fall,36029,Erie,NY,NA,Erie <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Spring,36029,Erie,NY,NA,Erie <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Summer,36029,Erie,NY,NA,Erie <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Winter,36029,Erie,NY,NA,Erie <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Fall,36031,Essex,NY,NA,Essex <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Spring,36031,Essex,NY,NA,Essex <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Summer,36031,Essex,NY,NA,Essex <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Winter,36031,Essex,NY,NA,Essex <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Fall,36033,Franklin,NY,NA,Franklin <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Spring,36033,Franklin,NY,NA,Franklin <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Summer,36033,Franklin,NY,NA,Franklin <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Winter,36033,Franklin,NY,NA,Franklin <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Fall,36035,Fulton,NY,NA,Fulton <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Spring,36035,Fulton,NY,NA,Fulton <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Summer,36035,Fulton,NY,NA,Fulton <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Winter,36035,Fulton,NY,NA,Fulton <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Fall,36037,Genesee,NY,NA,Genesee <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Spring,36037,Genesee,NY,NA,Genesee <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Summer,36037,Genesee,NY,NA,Genesee <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Winter,36037,Genesee,NY,NA,Genesee <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Fall,36039,Greene,NY,NA,Greene <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Spring,36039,Greene,NY,NA,Greene <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Summer,36039,Greene,NY,NA,Greene <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Winter,36039,Greene,NY,NA,Greene <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Fall,36041,Hamilton,NY,NA,Hamilton <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Spring,36041,Hamilton,NY,NA,Hamilton <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Summer,36041,Hamilton,NY,NA,Hamilton <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Winter,36041,Hamilton,NY,NA,Hamilton <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Fall,36043,Herkimer,NY,NA,Herkimer <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Spring,36043,Herkimer,NY,NA,Herkimer <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Summer,36043,Herkimer,NY,NA,Herkimer <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Winter,36043,Herkimer,NY,NA,Herkimer <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Fall,36045,Jefferson,NY,NA,Jefferson <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Spring,36045,Jefferson,NY,NA,Jefferson <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Summer,36045,Jefferson,NY,NA,Jefferson <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Winter,36045,Jefferson,NY,NA,Jefferson <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Fall,36047,Kings,NY,NA,Kings <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Spring,36047,Kings,NY,NA,Kings <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Summer,36047,Kings,NY,NA,Kings <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Winter,36047,Kings,NY,NA,Kings <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Fall,36049,Lewis,NY,NA,Lewis <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Spring,36049,Lewis,NY,NA,Lewis <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Summer,36049,Lewis,NY,NA,Lewis <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Winter,36049,Lewis,NY,NA,Lewis <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Fall,36051,Livingston,NY,NA,Livingston <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Spring,36051,Livingston,NY,NA,Livingston <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Summer,36051,Livingston,NY,NA,Livingston <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Winter,36051,Livingston,NY,NA,Livingston <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Fall,36053,Madison,NY,NA,Madison <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Spring,36053,Madison,NY,NA,Madison <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Summer,36053,Madison,NY,NA,Madison <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Winter,36053,Madison,NY,NA,Madison <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Fall,36055,Monroe,NY,NA,Monroe <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Spring,36055,Monroe,NY,NA,Monroe <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Summer,36055,Monroe,NY,NA,Monroe <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Winter,36055,Monroe,NY,NA,Monroe <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Fall,36057,Montgomery,NY,NA,Montgomery <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Spring,36057,Montgomery,NY,NA,Montgomery <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Summer,36057,Montgomery,NY,NA,Montgomery <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Winter,36057,Montgomery,NY,NA,Montgomery <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Fall,36059,Nassau,NY,NA,Nassau <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Spring,36059,Nassau,NY,NA,Nassau <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Summer,36059,Nassau,NY,NA,Nassau <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Winter,36059,Nassau,NY,NA,Nassau <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Fall,36061,New York,NY,NA,New York <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Spring,36061,New York,NY,NA,New York <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Summer,36061,New York,NY,NA,New York <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Winter,36061,New York,NY,NA,New York <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Fall,36063,Niagara,NY,NA,Niagara <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Spring,36063,Niagara,NY,NA,Niagara <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Summer,36063,Niagara,NY,NA,Niagara <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Winter,36063,Niagara,NY,NA,Niagara <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Fall,36065,Oneida,NY,NA,Oneida <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Spring,36065,Oneida,NY,NA,Oneida <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Summer,36065,Oneida,NY,NA,Oneida <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Winter,36065,Oneida,NY,NA,Oneida <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Fall,36067,Onondaga,NY,NA,Onondaga <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Spring,36067,Onondaga,NY,NA,Onondaga <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Summer,36067,Onondaga,NY,NA,Onondaga <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Winter,36067,Onondaga,NY,NA,Onondaga <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Fall,36069,Ontario,NY,NA,Ontario <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Spring,36069,Ontario,NY,NA,Ontario <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Summer,36069,Ontario,NY,NA,Ontario <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
2001,Winter,36069,Ontario,NY,NA,Ontario <br> Seasonal EDR NA <br> Seasonal I305 NA <br> Seasonal I380 NA <br>
